シート種別,事業年度,予算事業ID,事業名,府省庁の建制順,政策所管府省庁,府省庁,局・庁,部,課,室,班,係,番号（補助率等）,補助対象,補助率,補助上限等,補助率URL
レビューシート,2024,6613,政府端末情報を活用したサイバーセキュリティ情報の収集・分析に係る実証事業,15,総務省,総務省,サイバーセキュリティ統括官室,,,,,,1,,'全額を国からNICTへの定額補助（直接補助）として交付。,,
レビューシート,2024,6617,マイナンバーカードの広域利用促進に要する経費,15,総務省,総務省,自治行政局,,住民制度課,マイナンバー制度支援室,,,,,,,
レビューシート,2024,6618,マイナンバーカードを活用した証明書自動交付サービス端末導入補助に係る経費,15,総務省,総務省,自治行政局,,住民制度課,マイナンバー制度支援室,,,1,市町村が実施する、郵便局等への証明書自動交付サービス端末設置に係る経費等について補助,'100％,端末１台あたり300万円（域内のコンビニ数等に応じた補助対象台数上限あり）,
レビューシート,2024,6619,革新的情報通信技術（Beyond 5G（6G））基金事業,15,総務省,総務省,国際戦略局,,技術政策課,,,,1,NICT,'100%,,
レビューシート,2024,6620,広帯域無線LANの導入に関する調査検討,15,総務省,総務省,総合通信基盤局,電波部,基幹・衛星移動通信課,基幹通信室,,,,,,,
レビューシート,2024,6621,幅広い世代を対象としたICT活用のためのリテラシー向上推進事業（地方）,15,総務省,総務省,情報流通行政局,,情報流通振興課,情報活用支援室,,,,,,,
レビューシート,2024,6624,参加・実践等を通じた政治意識向上に要する経費,15,総務省,総務省,自治行政局,選挙部,管理課,,,,,,,,
レビューシート,2024,6628,統計人材確保・育成事業,15,総務省,総務省,統計研究研修所,管理・研修部,研修企画課,,,,,,,,
レビューシート,2024,6629,産業連関表作成事業,15,総務省,総務省,政策統括官（統計制度担当）室,,統計審査官室,,,,,,,,
レビューシート,2024,6630,国際比較プログラム参加事業,15,総務省,総務省,政策統括官（統計制度担当）室,,国際統計管理官室,,,,,,,,
レビューシート,2024,6631,統計調査員対策事業,15,総務省,総務省,政策統括官（統計制度担当）室,,統計企画管理官室,,,,,,,,
レビューシート,2024,6632,統計調査の環境改善のための普及啓発活動事業,15,総務省,総務省,政策統括官（統計制度担当）室,,統計企画管理官室,,,,,,,,
レビューシート,2024,6633,公的統計基本計画推進事業,15,総務省,総務省,政策統括官（統計制度担当）室,,統計企画管理官室,,,,,,,,
レビューシート,2024,6634,国際機関等拠出金,15,総務省,総務省,政策統括官（統計制度担当）室,,国際統計管理官室,,,,,,,,
レビューシート,2024,6635,緊急消防援助隊の派遣体制の強化,15,総務省,消防庁,消防庁,国民保護・防災部,防災課,広域応援室,,,1,,'消防庁長官の指示により出動した緊急消防援助隊が実施する活動に要する経費について国庫負担をする【負担率：100％】,,
レビューシート,2024,6636,緊急消防援助隊の無償使用車両・資機材の整備,15,総務省,消防庁,消防庁,国民保護・防災部,防災課,広域応援室,,,,,,,
レビューシート,2024,6637,消防力の維持向上,15,総務省,消防庁,消防庁,,消防・救急課,,,,,,,,
レビューシート,2024,6638,消防職員等の意識改革や環境整備,15,総務省,消防庁,消防庁,,消防・救急課,,,,1,,'女性消防吏員活躍推進モデル事業：国費100％,下限額：20万円、上限額：200万円,
レビューシート,2024,6639,Ｇ７広島サミットにおける消防・救急体制等の整備,15,総務省,消防庁,消防庁,,消防・救急課,,,,1,,'補助事業に要した経費の１０分の１０,,
レビューシート,2024,6640,救急救命体制の整備・充実,15,総務省,消防庁,消防庁,,消防・救急課,救急企画室,,,,,,,
レビューシート,2024,6641,地方公共団体の災害対応能力の強化,15,総務省,消防庁,消防庁,国民保護・防災部,防災課,,,,,,,,
レビューシート,2024,6642,国内・国際の救助技術の高度化,15,総務省,消防庁,消防庁,国民保護・防災部,参事官室,,,,,,,,
レビューシート,2024,6643,消防の国際協力及び国際貢献の推進,15,総務省,消防庁,消防庁,国民保護・防災部,参事官室,,,,,,,,
レビューシート,2024,6644,消防大学校における教育環境の整備,15,総務省,消防庁,消防庁消防大学校,,庶務課,,,,,,,,
レビューシート,2024,6645,災害応急対策,15,総務省,消防庁,消防庁,,総務課,,,,,,,,
レビューシート,2024,6646,国民保護体制の整備推進,15,総務省,消防庁,消防庁,国民保護・防災部,防災課,国民保護運用室,,,1,,'（国民保護訓練経費）地方公共団体の職員の給料等、国民保護法施行令第51条で定める費用を除き、国が負担（補助率　10/10）,,
レビューシート,2024,6647,消防庁の所管するシステムの運用,15,総務省,消防庁,消防庁,国民保護・防災部,防災課,防災情報室,,,1,,'該当なし,,
レビューシート,2024,6648,住民への災害情報を伝達する手段,15,総務省,消防庁,消防庁,国民保護・防災部,防災課,防災情報室,,,1,,'該当なし,,
レビューシート,2024,6649,衛星通信を用いた非常用通信手段の高度化の検討,15,総務省,消防庁,消防庁,国民保護・防災部,防災課,防災情報室,,,,,,,
レビューシート,2024,6650,消防用機器の国際動向への対応等,15,総務省,消防庁,消防庁,,予防課,,,,,,,,
レビューシート,2024,6651,手続の電子申請,15,総務省,消防庁,消防庁,,予防課,,,,,,,,
レビューシート,2024,6654,「統合イノベーション戦略2022」に基づく研究開発,15,総務省,消防庁,消防庁,,予防課,,,,,,,,
レビューシート,2024,6655,自治体におけるデジタル人材の確保・定着支援事業に要する経費,15,総務省,総務省,自治行政局,,地域政策課,地域情報化企画室,,,,,,,
レビューシート,2024,6656,戸籍における「氏名の読み仮名」の法制化に伴う、住民票等の記載事項の見直しに係る経費／旧：マイナンバーカードへの氏名のローマ字表記のために必要な経費,15,総務省,総務省,自治行政局,,住民制度課,,,,1,・市区町村が実施する住民記録システム等の改修について、当該経費・住民基本台帳ネットワークシステムの改修等について、地方公共団体情報システム機構への委託料,'【補助率10/10】（前者）,,
レビューシート,2024,6661,Ｌアラートによる災害情報の確実な伝達の推進,15,総務省,総務省,情報流通行政局,,地域通信振興課,,,,1,,'­,,
レビューシート,2024,6662,メタバースに関する安全・安心な利用環境整備事業,15,総務省,総務省,情報流通行政局,,,参事官,,,,,,,
レビューシート,2024,6663,インターネット上の偽・誤情報対策の推進,15,総務省,総務省,情報流通行政局,,情報流通振興課,情報流通適正化推進室,,,,,,,
レビューシート,2024,6665,次期静止気象衛星（ひまわり10号）に搭載する宇宙環境計測装置の開発,15,総務省,総務省,国際戦略局,,宇宙通信政策課,,,,,,,,
レビューシート,2024,6666,ITUとの連携による気候変動問題に対応したデジタル化等の推進に関する国際協力事業,15,総務省,総務省,国際戦略局,,国際戦略課,,,,,,,,
レビューシート,2024,6668,矯正医療体制の整備,16,法務省,法務省,矯正局,,総務課,,,予算係,,,,,
レビューシート,2024,6674,世界銀行グローバル・シールド・資金ファシリティ拠出金,17,外務省,外務省,国際協力局,,気候変動課,,,,,,,,
レビューシート,2024,6682,民主化支援ミッション等への我が国要員派遣経費,17,外務省,外務省,欧州局,,政策課,,,,,,,,
レビューシート,2024,6685,カルテット拠出金,17,外務省,外務省,中東アフリカ局,,中東第一課,,,,,,,,
レビューシート,2024,6686,国際連合開発計画（ＵＮＤＰ）拠出金,17,外務省,外務省,中東アフリカ局,,中東第一課,,,,,,,,
レビューシート,2024,6687,周年事業関係費,17,外務省,外務省,中東アフリカ局,,中東第一課,,,,,,,,
レビューシート,2024,6688,政府機関開発機構（IGAD）拠出金,17,外務省,外務省,中東アフリカ局,アフリカ部,アフリカ第二課,,,,,,,,
レビューシート,2024,6690,再構築された合同監視評価委員会（RJMEC）任意拠出金,17,外務省,外務省,中東アフリカ局,アフリカ部,アフリカ第二課,,,,,,,,
レビューシート,2024,6691,停戦暫定治安措置監視検証メカニズム（CTSAMVM）任意拠出金,17,外務省,外務省,中東アフリカ局,アフリカ部,アフリカ第二課,,,,,,,,
レビューシート,2024,6700,政府安全保障能力強化支援（OSA),17,外務省,外務省,総合外交政策局,,安全保障協力課,,,,,,,,
レビューシート,2024,6708,核実験検知能力強化を目的とした放射性希ガス共同観測事業,17,外務省,外務省,総合外交政策局,軍縮不拡散・科学部,軍備管理軍縮課,,,,,,,,
レビューシート,2024,6721,国際穀物理事会（ＩＧＣ）拠出金,17,外務省,外務省,経済局,,政策課,資源安全保障室,,,,,,,
レビューシート,2024,6722,国際エネルギー・フォーラム事務局（ＩＥＦ）(R4年度補正予算),17,外務省,外務省,経済局,,政策課,資源安全保障室,,,,,,,
レビューシート,2024,6724,農産物市場情報システム拠出金,17,外務省,外務省,経済局,,政策課,資源安全保障室,,,,,,,
レビューシート,2024,6734,国際移住機関（IOM）拠出金（任意拠出金）,17,外務省,外務省,国際協力局,,緊急・人道支援課,,,,,,,,
レビューシート,2024,6735,赤十字国際委員会ドナーサポートグループ会合開催経費,17,外務省,外務省,国際協力局,,緊急・人道支援課,,,,,,,,
レビューシート,2024,6736,国際労働機関拠出金（任意拠出金）,17,外務省,外務省,国際協力局,,地球規模課題総括課,専門機関室,,,,,,,
レビューシート,2024,6739,２０２３年日本開催サミットＮＧＯ関連,17,外務省,外務省,国際協力局,,政策課,ＮＧＯ協力推進室,,,,,,,
レビューシート,2024,6758,経済安全保障重点公館会議の開催に必要な経費,17,外務省,外務省,総合外交政策局,,安全保障政策課,経済安全保障政策室,,,,,,,
レビューシート,2024,6759,中央アジア分野別専門家交流,17,外務省,外務省,欧州局,,ロシア課,中央アジア・コーカサス室,,,,,,,
レビューシート,2024,6760,日・サウジアラビア周年事業関係経費,17,外務省,外務省,中東アフリカ局,,中東第二課,,,,,,,,
レビューシート,2024,6761,国連平和活動局支援信託基金拠出金,17,外務省,外務省,総合外交政策局,,安全保障政策課,国際平和・安全保障協力室　廃止,,,,,,,
レビューシート,2024,6762,国連腐敗防止条約実施レビュー制度の実施関係経費,17,外務省,外務省,総合外交政策局,,安全保障政策課,国際安全・治安対策協力室,,,,,,,
レビューシート,2024,6763,第2回日米豪印テロ対策作業部会関係経費,17,外務省,外務省,総合外交政策局,,安全保障政策課,国際安全・治安対策協力室,,,,,,,
レビューシート,2024,6766,ＡＩ活用による国際法関連業務合理化関係経費,17,外務省,外務省,国際法局,,条約課,,,,,,,,
レビューシート,2024,6767,国際商取引法委員会（UNCITRAL）構成国選挙対策費,17,外務省,外務省,国際法局,,国際法課,,,,,,,,
レビューシート,2024,6768,海洋秩序維持発展経費,17,外務省,外務省,国際法局,,国際法課,海洋法室,,,,,,,
レビューシート,2024,6770,在外邦人の孤独・孤立に係るチャット相談窓口等の業務委託経費,17,外務省,外務省,領事局,,海外邦人安全課,,,,,,,,
レビューシート,2024,6771,日米豪印HADRパートナーシップ会合,17,外務省,外務省,国際協力局,,緊急・人道支援課,,,,,,,,
レビューシート,2024,6773,再生可能エネルギーの大量導入に向けた次世代型ネットワーク構築加速化事業,22,経済産業省,経済産業省,資源エネルギー庁,省エネルギー・新エネルギー部,政策課,制度審議室,,,,,,,
レビューシート,2024,6776,こどもの安心・安全対策支援事業,19,文部科学省,文部科学省,総合教育政策局,,男女共同参画共生社会学習・安全課,安全教育推進室,,交通安全係,1,［ICTを活用した子供の見守り支援事業］ICTを活用した子供見守りサービスなどの安全対策に資するシステム等の導入に必要な経費を支援,'定率補助（補助率：４/５）,補助対象経費（上限額）：２０万円,
レビューシート,2024,6776,こどもの安心・安全対策支援事業,19,文部科学省,文部科学省,総合教育政策局,,男女共同参画共生社会学習・安全課,安全教育推進室,,交通安全係,2,［登降園（登下校）管理システム導入支援事業］適切な登園管理を行うため、施設の安全計画等において明記された登園管理システムの導入に必要な経費を支援,'定率補助（補助率：４/５）,補助対象経費（上限額）：７０万円,
レビューシート,2024,6776,こどもの安心・安全対策支援事業,19,文部科学省,文部科学省,総合教育政策局,,男女共同参画共生社会学習・安全課,安全教育推進室,,交通安全係,3,［送迎用バスの改修支援事業］子供の送迎用バスへの安全装置の装備を支援,'定額補助,補助対象経費（上限額）：［義務化対象校］１７．５万円、［義務化対象外校］８．８万円,
レビューシート,2024,6777,次世代の校務デジタル化推進実証事業,19,文部科学省,文部科学省,初等中等教育局,,学校情報基盤・教材課,,,,,,,,
レビューシート,2024,6778,国際通貨基金　低所得国等向け資金支援への拠出,18,財務省,財務省,国際局,,国際機構課,,,,,,,,
レビューシート,2024,6779,高等専門学校スタートアップ教育環境整備事業,19,文部科学省,文部科学省,高等教育局,,専門教育課,,,高等専門学校第一係,1,スタートアップ人材育成に資する各高等専門学校の戦略的な取組を進めるにあたり必要な経費,'定額,１．２億円（２キャンパスある高等専門学校は１．５億円）,
レビューシート,2024,6782,地域教員希望枠を活用した教員養成大学・学部の機能強化事業,19,文部科学省,文部科学省,総合教育政策局,,教育人材政策課,教員養成企画室,,教育大学係,1,教職課程を置く各国公私立大学,"'定額補助（10/10）とし、令和６年度は単独事業：29,507千円、複数大学連携事業：52,465千円の４分の３以内を上限、令和７年度は単独事業：33,507千円、複数大学連携事業：62,465千円の２分の１以内を上限に定額補助","令和6年度：22,000千円（単独事業）、39,000千円（複数大学連携事業）令和7年度：16,500千円（単独事業）、31,000千円（複数大学連携事業）",
レビューシート,2024,6783,大学・民間企業等と連携した教師人材の確保強化推進事業,19,文部科学省,文部科学省,総合教育政策局,,教育人材政策課,,,改革推進係,1,都道府県・指定都市教育委員会、人事協議会及び公益財団法人など,'マッチングシステム構築補助：1/3、広報発信・研修事業等事業費補助：1/3、合同成果報告等実施経費補助：定額,"マッチングシステム構築補助：6,667千円、広報発信・研修事業等事業費補助：5,699千円、合同成果報告等実施経費補助：8,508千円",
レビューシート,2024,6784,高等専修学校における多様な学びを保障する先導的研究事業,19,文部科学省,文部科学省,総合教育政策局,,生涯学習推進課,専修学校教育振興室,,専修学校第２係,,,,,
レビューシート,2024,6785,専修学校の国際化推進事業,19,文部科学省,文部科学省,総合教育政策局,,生涯学習推進課,専修学校教育振興室,,専修学校第２係,,,,,
レビューシート,2024,6786,地方やデジタル分野における専修学校理系転換等推進事業,19,文部科学省,文部科学省,総合教育政策局,,生涯学習推進課,専修学校教育振興室,,専修学校第２係,,,,,
レビューシート,2024,6788,令和５年度「地域ニーズに応える産学官連携を通じたリカレント教育プラットフォーム構築支援事業」,19,文部科学省,文部科学省,総合教育政策局,,生涯学習推進課,,,職業教育推進係,,,,,
レビューシート,2024,6790,個別最適な学びと協働的な学びの一体的な充実のための指導の手引き開発事業,19,文部科学省,文部科学省,初等中等教育局,,教育課程課,教育課程企画室,,,,,,,
レビューシート,2024,6791,理数好きな児童・生徒を育てる探究学習推進プラン,19,文部科学省,文部科学省,初等中等教育局,,教育課程課,,,教育課程第二係,,,,,
レビューシート,2024,6792,各学校・課程・学科の垣根を超える高等学校改革推進事業,19,文部科学省,文部科学省,初等中等教育局,,参事官（高等学校担当）,,,企画係,,,,,
レビューシート,2024,6795,大学の国際化によるソーシャルインパクト創出支援事業,19,文部科学省,文部科学省,高等教育局,,参事官,,,調整係,1,,'定額補助,,
レビューシート,2024,6797,国家戦略分野の若手研究者及び博士後期課程学生の育成（次世代 AI 人材育成プログラム）,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,,,,,
レビューシート,2024,6798,人文学・社会科学のDX化に向けた研究開発推進事業,19,文部科学省,文部科学省,研究振興局,,振興企画課,学術企画室,,,,,,,
レビューシート,2024,6799,生成AIモデルの透明性・信頼性の確保に向けた研究開発拠点形成,19,文部科学省,文部科学省,研究振興局,,参事官（情報担当）,,,,1,,'補助対象：実施機関、補助率：定額,,
レビューシート,2024,6800,火山調査研究推進本部,19,文部科学省,文部科学省,研究開発局,,地震火山防災研究課,,,,,,,,
レビューシート,2024,6801,即戦力となる火山人材育成プログラム,19,文部科学省,文部科学省,研究開発局,,地震火山防災研究課,,,,1,,'定額,,
レビューシート,2024,6803,現代的課題に対応した劇場・音楽堂等の総合的な機能強化の推進,19,文部科学省,文化庁,,,企画調整課,,,総括係,1,,"'○劇場・音楽堂等機能強化推進事業　※自己収入額が助成対象経費の1/2を超える場合は、助成対象経費から自己収入額を控除した額を上限　・総合支援事業：1/2以内かつ自己負担金の範囲内（上限7,000万円/年度）  ・共同制作事業：1/2以内かつ自己負担金の範囲内　・地域の中核劇場・音楽堂等活性化事業：1/2以内かつ自己負担金の範囲内（上限4,000万円）  ・劇場・音楽堂等間ネットワーク強化事業：助成の対象となる事業に要する旅費、運搬費の合計額を上限（上限3,000万円/団体）〇劇場・音楽堂等における子供舞台芸術鑑賞体験支援事業：実際に鑑賞された18歳以下の子供の無料（保護者は半額）チケットの総額（4,000万円を上限）〇文化施設サービス刷新・活動活性化等運営改善推進支援事業：定額",,
レビューシート,2024,6804,高度外国人材子弟の教育環境の整備,19,文部科学省,文部科学省,大臣官房,,国際課,,,外国人教育政策推進第一係,,,,,
レビューシート,2024,6805,文部科学本省施設費,19,文部科学省,文部科学省,大臣官房,,会計課,,管理班,企画渉外係,,,,,
レビューシート,2024,6806,教員研修高度化推進支援事業,19,文部科学省,文部科学省,総合教育政策局,,教育人材政策課,教員免許・研修企画室,,教職員研修係,1,大学の設置者、大学共同利用機関の設置者、地方公共団体、教育委員会、独立行政法人、その他法人格を有する団体,'２／３,"1申請あたり2,400千円（補助額1,600千円）",
レビューシート,2024,6807,国立研究開発法人科学技術振興機構設備整備費補助,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,,,総括係,1,,'100%,,
レビューシート,2024,6808,国立研究開発法人理化学研究所設備整備に必要な経費,19,文部科学省,文部科学省,研究振興局,,基礎・基盤研究課,,,理研係,1,,'定額補助,,
レビューシート,2024,6809,先端国際共同研究推進事業/プログラム,19,文部科学省,文部科学省,科学技術・学術政策局,,参事官（国際戦略担当）,,,,,,,,
レビューシート,2024,6810,グローバル・スタートアップ・キャンパス構想先行国際共同研究事業,19,文部科学省,文部科学省,科学技術・学術政策局,,産業連携・地域振興課,,,総括係,1,,'1,,
レビューシート,2024,6812,独立行政法人日本スポーツ振興センター研究設備整備費補助金,19,文部科学省,スポーツ庁,,,競技スポーツ課,,,整備係,1,独立行政法人日本スポーツ振興センター,'補助率：定額,,
レビューシート,2024,6813,統括団体による文化芸術需要回復・地域活性化事業／（アートキャラバン２）,19,文部科学省,文化庁,,,参事官（芸術文化担当）,,,総括・顕彰係,1,独立行政法人日本芸術文化振興会法第１４条第１項第１号及び第６号に基づき実施される文化芸術統括団体等が実施する我が国の文化芸術を牽引する大規模かつ質の高い舞台芸術の公演等の実施や配信、文化芸術団体等が各地域の文化芸術関係団体と連携しながら実施する多種多様な文化芸術事業,'定額,,
レビューシート,2024,6815,成長分野における即戦力人材輩出に向けたリカレント教育推進事業,19,文部科学省,文部科学省,総合教育政策局,,生涯学習推進課,,,職業教育推進係,1,,'メニューA～D：2/3　メニューE：100％,,
レビューシート,2024,6816,令和４年度「地域ニーズに応える産学官連携を通じたリカレント教育プラットフォーム構築支援事業」,19,文部科学省,文部科学省,総合教育政策局,,生涯学習推進課,,,職業教育推進係,,,,,
レビューシート,2024,6817,リカレント教育の社会実装に向けた調査研究・普及啓発パッケージ事業,19,文部科学省,文部科学省,総合教育政策局,,生涯学習推進課,,,職業教育推進係,,,,,
レビューシート,2024,6819,国民のデジタルリテラシー向上事業,19,文部科学省,文部科学省,総合教育政策局,,地域学習推進課,,,庶務係,1,,'補助率10/10（定額補助）,,
レビューシート,2024,6821,次世代の学校・教育現場を見据えた先端技術・教育データの利活用推進,19,文部科学省,文部科学省,初等中等教育局,,学校情報基盤・教材課,,,,,,,,
レビューシート,2024,6823,抗菌薬原薬国産化支援事業,20,厚生労働省,厚生労働省,医政局,,医薬産業振興・医療情報企画課,,,,,,,,
レビューシート,2024,6830,ＣＯＩデータベース構築事業,20,厚生労働省,厚生労働省,医政局,,研究開発政策課,,,臨床研究管理係,,,,,
レビューシート,2024,6831,卓越研究員事業,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,1,補助対象：大学、国立研究開発法人、企業等,,補助上限額：（研究費）800万円/年・人、（研究環境整備費）200万円/年・人※別途、国外機関からの採用等の条件を満たした場合の追加支援あり,
レビューシート,2024,6832,世界で活躍できる研究者戦略育成事業,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,1,補助対象：大学、研究開発法人等,,補助上限額：70百万円程度/機関・年,
レビューシート,2024,6833,データ関連人材育成プログラム,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,1,補助対象：大学,,"補助上限額：3,000万円程度/件・年",
レビューシート,2024,6834,科学技術・イノベーション人材の育成等に関する政策の企画立案と事業推進事務,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,,,総括係,,,,,
レビューシート,2024,6835,リサーチ・アドミニストレーター等のマネジメント人材に係る質保証制度の実施,19,文部科学省,文部科学省,科学技術・学術政策局,,人材政策課,人材政策推進室,,,1,,'補助対象：大学、独立行政法人、国立研究開発法人、一般社団・財団法人等補助上限額：50百万円/年,,
レビューシート,2024,6837,再生・細胞医療・遺伝子治療実現加速化プログラム,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,国立研究開発法人日本医療研究開発機構が実施する本事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6838,脳神経科学統合プログラム,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,国立研究開発法人日本医療研究開発機構が実施する本事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6839,生命科学・創薬研究支援基盤事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,国立研究開発法人日本医療研究開発機構が実施する生命科学・創薬研究支援基盤事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6840,医療分野国際科学技術共同研究開発推進事業,19,文部科学省,文部科学省,科学技術・学術政策局,,参事官（国際戦略担当）,,,,1,国立研究開発法人日本医療研究開発機構が実施する本事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6841,次世代がん医療加速化研究事業,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,国立研究開発法人日本医療研究開発機構が実施する次世代がん医療加速化研究事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6842,スマートバイオ創薬等研究支援事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,国立研究開発法人日本医療研究開発機構が実施するスマートバイオ創薬等研究支援事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6843,医療機器等研究成果展開事業,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,国立研究開発法人日本医療研究開発機構が実施する本事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6844,ゲノム医療実現バイオバンク利活用プログラム（B-cure）,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,国立研究開発法人日本医療研究開発機構が実施する本事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6845,新興・再興感染症研究基盤創生事業,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,国立研究開発法人日本医療研究開発機構が実施する本事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6846,橋渡し研究プログラム,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,国立研究開発法人日本医療研究開発機構が実施する橋渡し研究プログラムについて、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6847,ヒューマン・フロンティア・サイエンス・プログラム,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,国立研究開発法人日本医療研究開発機構が実施するヒューマン・フロンティア・サイエンス・プログラムについて、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6848,ライフサイエンス研究基盤整備事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,国内の研究機関等が実施する、バイオリソースの体系的な収集・保存・提供等の体制整備について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6849,健康・医療研究開発データ統合利活用プラットフォーム事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,'国立研究開発法人日本医療研究開発機構が実施する健康・医療研究開発データ統合利活用プラットフォーム事業について、当該経費の補助を行うもの【補助率：定額】,,
レビューシート,2024,6850,健康・医療分野におけるムーンショット型研究開発等事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,'定額補助,,
レビューシート,2024,6851,ワクチン・新規モダリティ研究開発事業,19,文部科学省,文部科学省,研究振興局,,ライフサイエンス課,,,,1,,'国立研究開発法人日本医療研究開発機構が実施するワクチン・新規モダリティ研究開発事業について、当該経費の補助を行うもの【補助率：定額】,,
レビューシート,2024,6862,ワクチン開発のための世界トップレベル研究開発拠点の形成事業,19,文部科学省,文部科学省,研究振興局,,研究振興戦略官,,,,1,国立研究開発法人日本医療研究開発機構が実施する本事業について、当該経費の補助を行うもの,'定額,,
レビューシート,2024,6869,水道分野サプライチェーン等調査検討経費,23,国土交通省,国土交通省,水管理・国土保全局,,水道事業課,水道計画指導室,,,,,,,
レビューシート,2024,6873,流行初期医療確保措置に関するシステム改修,20,厚生労働省,厚生労働省,医政局,,総務課,,,,1,社会保険診療報酬支払基金、公益社団法人国民健康保険中央会,'10/10,,
レビューシート,2024,6889,食品原材料調達安定化等対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品製造課,原材料調達・品質管理改善室,,,1,地域の農林漁業者、食品製造事業者等の多様な関係者が連携して、地域の農林水産物を活用した新商品開発を行うためのプラットフォームの設置・運営、試作品製造・販路開拓等の取組について、当該経費を補助,'定額（一部１／２以内）,,
レビューシート,2024,6889,食品原材料調達安定化等対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品製造課,原材料調達・品質管理改善室,,,2,消費者等に対して、食品の生産コストの高騰等に関する実態等の広報を行い、価格転嫁を進めやすい環境の整備を図る経費,'委託,,
レビューシート,2024,6889,食品原材料調達安定化等対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品製造課,原材料調達・品質管理改善室,,,3,補助事業者が実施する原材料調達安定化対策を行う間接補助事業者の公募、審査、採択、間接補助事業者への補助金交付事務及び調査広報等の普及啓発活動等について、当該経費を補助,'定額,,
レビューシート,2024,6889,食品原材料調達安定化等対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品製造課,原材料調達・品質管理改善室,,,4,間接補助事業者が実施する原材料調達安定化対策に係る原材料調達先多角化、生産性向上によるコスト削減等について、当該経費の一部を補助,'①１／２以内、②１／３以内、③１／２以内,補助上限額：①2億円、②1億円、③５千万円補助下限額：100万円,
レビューシート,2024,6891,生鮮食料品等サプライチェーン緊急強化対策事業,21,農林水産省,農林水産省,大臣官房,新事業・食品産業部,食品流通課,,,,1,補助対象者：（１）　民間団体等（２）①、②　食品流通業者等で構成される協議会補助対象経費：　事業費、旅費、人件費、謝金、賃金、委託費、役務費、備品費、雑役務費,'（１）　定額（２）① 　定額　　　② 　1/2以内,"（１）　33,272千円（２）①　30百万円    　　②　100百万円　　　（１構成員あたり10百万円）",https://www.maff.go.jp/j/shokusan/jigyo/yosan.html#r4_hosei_2
レビューシート,2024,6892,高齢者医療制度円滑運営事業費補助金（医療費適正化対策推進関係事業）,20,厚生労働省,厚生労働省,保険局,,医療介護連携政策課,医療費適正化対策推進室,,,1,公益社団法人国民健康保険中央会、都道府県保険者協議会、日本健康会議、公募選定事業者、公益社団法人国民健康保険中央会、社会保険診療報酬支払基金、健康保険組合連合会、全国健康保険協会,'①公益社団法人国民健康保険中央会②都道府県保険者協議会・・・1/2③日本健康会議④⑤⑥公募選定事業者⑦公益社団法人国民健康保険中央会、社会保険診療報酬支払基金、健康保険組合連合会、全国健康保険協会・・・定額,,
レビューシート,2024,6893,糖尿病性腎症患者の重症化予防事業,20,厚生労働省,厚生労働省,保険局,,保険課,,,,1,健康保険組合、全国健康保険協会,'基準額と対象経費の実支出額から寄附金その他収入額を控除した額を比較して少ない方の額の１／３,,
